system,test_id,round_trace,trace_id,attempt,call_index,tool_name,status,success,failure_reason,output_present
manager_without_recovery,T068,T068_no_recovery_round01_TT-f4dd21d6_trace.json,TT-f4dd21d6,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T068,T068_no_recovery_round02_TT-aadcf88a_trace.json,TT-aadcf88a,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T068,T068_no_recovery_round02_TT-aadcf88a_trace.json,TT-aadcf88a,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T068,T068_no_recovery_round03_TT-77d65a7b_trace.json,TT-77d65a7b,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T068,T068_no_recovery_round03_TT-77d65a7b_trace.json,TT-77d65a7b,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T069,T069_no_recovery_round01_TT-2b8a892b_trace.json,TT-2b8a892b,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T069,T069_no_recovery_round01_TT-2b8a892b_trace.json,TT-2b8a892b,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T069,T069_no_recovery_round02_TT-af3d0166_trace.json,TT-af3d0166,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T069,T069_no_recovery_round02_TT-af3d0166_trace.json,TT-af3d0166,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T070,T070_no_recovery_round01_TT-7ff3c2d0_trace.json,TT-7ff3c2d0,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T070,T070_no_recovery_round01_TT-7ff3c2d0_trace.json,TT-7ff3c2d0,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T070,T070_no_recovery_round02_TT-279e1dc0_trace.json,TT-279e1dc0,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T070,T070_no_recovery_round02_TT-279e1dc0_trace.json,TT-279e1dc0,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T070,T070_no_recovery_round03_TT-bbc6aaa3_trace.json,TT-bbc6aaa3,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T070,T070_no_recovery_round03_TT-bbc6aaa3_trace.json,TT-bbc6aaa3,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T070,T070_no_recovery_round04_TT-a90824d5_trace.json,TT-a90824d5,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T070,T070_no_recovery_round04_TT-a90824d5_trace.json,TT-a90824d5,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T071,T071_no_recovery_round01_TT-5b865fd3_trace.json,TT-5b865fd3,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T071,T071_no_recovery_round01_TT-5b865fd3_trace.json,TT-5b865fd3,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T071,T071_no_recovery_round02_TT-2a533ff1_trace.json,TT-2a533ff1,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T071,T071_no_recovery_round02_TT-2a533ff1_trace.json,TT-2a533ff1,1,2,MatrixComputationTool,failed,No,matrix_computation_failed,Yes
manager_without_recovery,T071,T071_no_recovery_round02_TT-2a533ff1_trace.json,TT-2a533ff1,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T071,T071_no_recovery_round03_TT-d9a7d510_trace.json,TT-d9a7d510,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T071,T071_no_recovery_round03_TT-d9a7d510_trace.json,TT-d9a7d510,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T072,T072_no_recovery_round01_TT-149cb930_trace.json,TT-149cb930,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T072,T072_no_recovery_round01_TT-149cb930_trace.json,TT-149cb930,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T072,T072_no_recovery_round01_TT-149cb930_trace.json,TT-149cb930,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T072,T072_no_recovery_round02_TT-fad26d7c_trace.json,TT-fad26d7c,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T072,T072_no_recovery_round02_TT-fad26d7c_trace.json,TT-fad26d7c,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T072,T072_no_recovery_round02_TT-fad26d7c_trace.json,TT-fad26d7c,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T072,T072_no_recovery_round03_TT-1ac7f70f_trace.json,TT-1ac7f70f,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T072,T072_no_recovery_round03_TT-1ac7f70f_trace.json,TT-1ac7f70f,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T072,T072_no_recovery_round03_TT-1ac7f70f_trace.json,TT-1ac7f70f,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T073,T073_no_recovery_round01_TT-d5b6f7de_trace.json,TT-d5b6f7de,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T073,T073_no_recovery_round01_TT-d5b6f7de_trace.json,TT-d5b6f7de,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T073,T073_no_recovery_round01_TT-d5b6f7de_trace.json,TT-d5b6f7de,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T073,T073_no_recovery_round02_TT-360cb734_trace.json,TT-360cb734,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T073,T073_no_recovery_round02_TT-360cb734_trace.json,TT-360cb734,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T073,T073_no_recovery_round02_TT-360cb734_trace.json,TT-360cb734,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T073,T073_no_recovery_round03_TT-a259a761_trace.json,TT-a259a761,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T073,T073_no_recovery_round03_TT-a259a761_trace.json,TT-a259a761,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T073,T073_no_recovery_round03_TT-a259a761_trace.json,TT-a259a761,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T074,T074_no_recovery_round01_TT-78faa6f5_trace.json,TT-78faa6f5,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T074,T074_no_recovery_round01_TT-78faa6f5_trace.json,TT-78faa6f5,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T074,T074_no_recovery_round01_TT-78faa6f5_trace.json,TT-78faa6f5,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T074,T074_no_recovery_round02_TT-e8aefcb4_trace.json,TT-e8aefcb4,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T074,T074_no_recovery_round02_TT-e8aefcb4_trace.json,TT-e8aefcb4,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T074,T074_no_recovery_round02_TT-e8aefcb4_trace.json,TT-e8aefcb4,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T074,T074_no_recovery_round03_TT-a050eb21_trace.json,TT-a050eb21,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T074,T074_no_recovery_round03_TT-a050eb21_trace.json,TT-a050eb21,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T075,T075_no_recovery_round01_TT-658e3899_trace.json,TT-658e3899,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T075,T075_no_recovery_round02_TT-cd2a000e_trace.json,TT-cd2a000e,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T075,T075_no_recovery_round02_TT-cd2a000e_trace.json,TT-cd2a000e,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T075,T075_no_recovery_round03_TT-28c596bd_trace.json,TT-28c596bd,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T075,T075_no_recovery_round03_TT-28c596bd_trace.json,TT-28c596bd,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T075,T075_no_recovery_round04_TT-034c4eca_trace.json,TT-034c4eca,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T075,T075_no_recovery_round04_TT-034c4eca_trace.json,TT-034c4eca,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T076,T076_no_recovery_round01_TT-1c488132_trace.json,TT-1c488132,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T076,T076_no_recovery_round02_TT-2073a170_trace.json,TT-2073a170,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T076,T076_no_recovery_round02_TT-2073a170_trace.json,TT-2073a170,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T076,T076_no_recovery_round03_TT-7b7f6869_trace.json,TT-7b7f6869,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T076,T076_no_recovery_round03_TT-7b7f6869_trace.json,TT-7b7f6869,1,2,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T076,T076_no_recovery_round03_TT-7b7f6869_trace.json,TT-7b7f6869,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T076,T076_no_recovery_round04_TT-7da74e4e_trace.json,TT-7da74e4e,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T076,T076_no_recovery_round04_TT-7da74e4e_trace.json,TT-7da74e4e,1,2,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T076,T076_no_recovery_round04_TT-7da74e4e_trace.json,TT-7da74e4e,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T077,T077_no_recovery_round01_TT-3ebfdad3_trace.json,TT-3ebfdad3,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T077,T077_no_recovery_round01_TT-3ebfdad3_trace.json,TT-3ebfdad3,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T077,T077_no_recovery_round02_TT-e3dee698_trace.json,TT-e3dee698,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T077,T077_no_recovery_round02_TT-e3dee698_trace.json,TT-e3dee698,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T078,T078_no_recovery_round01_TT-51754d16_trace.json,TT-51754d16,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T078,T078_no_recovery_round02_TT-f80a3f0a_trace.json,TT-f80a3f0a,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T078,T078_no_recovery_round02_TT-f80a3f0a_trace.json,TT-f80a3f0a,1,2,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T078,T078_no_recovery_round02_TT-f80a3f0a_trace.json,TT-f80a3f0a,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T078,T078_no_recovery_round03_TT-b0c1b544_trace.json,TT-b0c1b544,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T078,T078_no_recovery_round03_TT-b0c1b544_trace.json,TT-b0c1b544,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T079,T079_no_recovery_round01_TT-503dc71c_trace.json,TT-503dc71c,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round01_TT-503dc71c_trace.json,TT-503dc71c,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round01_TT-503dc71c_trace.json,TT-503dc71c,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round02_TT-e28dfd2f_trace.json,TT-e28dfd2f,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round02_TT-e28dfd2f_trace.json,TT-e28dfd2f,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round02_TT-e28dfd2f_trace.json,TT-e28dfd2f,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round03_TT-0e4c2253_trace.json,TT-0e4c2253,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round03_TT-0e4c2253_trace.json,TT-0e4c2253,1,2,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round03_TT-0e4c2253_trace.json,TT-0e4c2253,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T079,T079_no_recovery_round04_TT-b8672346_trace.json,TT-b8672346,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round04_TT-b8672346_trace.json,TT-b8672346,1,2,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T079,T079_no_recovery_round04_TT-b8672346_trace.json,TT-b8672346,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T080,T080_no_recovery_round01_TT-11fe5bc5_trace.json,TT-11fe5bc5,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T080,T080_no_recovery_round01_TT-11fe5bc5_trace.json,TT-11fe5bc5,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T080,T080_no_recovery_round01_TT-11fe5bc5_trace.json,TT-11fe5bc5,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T080,T080_no_recovery_round02_TT-018db91a_trace.json,TT-018db91a,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T080,T080_no_recovery_round02_TT-018db91a_trace.json,TT-018db91a,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T080,T080_no_recovery_round02_TT-018db91a_trace.json,TT-018db91a,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T080,T080_no_recovery_round03_TT-6ceab9de_trace.json,TT-6ceab9de,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T080,T080_no_recovery_round03_TT-6ceab9de_trace.json,TT-6ceab9de,1,2,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T080,T080_no_recovery_round03_TT-6ceab9de_trace.json,TT-6ceab9de,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T081,T081_no_recovery_round01_TT-25b29bc2_trace.json,TT-25b29bc2,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T081,T081_no_recovery_round01_TT-25b29bc2_trace.json,TT-25b29bc2,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T081,T081_no_recovery_round02_TT-691e048b_trace.json,TT-691e048b,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T081,T081_no_recovery_round02_TT-691e048b_trace.json,TT-691e048b,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T081,T081_no_recovery_round02_TT-691e048b_trace.json,TT-691e048b,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T082,T082_no_recovery_round01_TT-92cd9264_trace.json,TT-92cd9264,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T082,T082_no_recovery_round01_TT-92cd9264_trace.json,TT-92cd9264,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T082,T082_no_recovery_round02_TT-80abadfb_trace.json,TT-80abadfb,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T082,T082_no_recovery_round02_TT-80abadfb_trace.json,TT-80abadfb,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T082,T082_no_recovery_round02_TT-80abadfb_trace.json,TT-80abadfb,1,3,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T082,T082_no_recovery_round03_TT-a1723423_trace.json,TT-a1723423,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T082,T082_no_recovery_round03_TT-a1723423_trace.json,TT-a1723423,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T082,T082_no_recovery_round03_TT-a1723423_trace.json,TT-a1723423,1,3,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T083,T083_no_recovery_round01_TT-0f3ce51d_trace.json,TT-0f3ce51d,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T083,T083_no_recovery_round01_TT-0f3ce51d_trace.json,TT-0f3ce51d,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T083,T083_no_recovery_round02_TT-1616808a_trace.json,TT-1616808a,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T083,T083_no_recovery_round02_TT-1616808a_trace.json,TT-1616808a,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T083,T083_no_recovery_round02_TT-1616808a_trace.json,TT-1616808a,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T084,T084_no_recovery_round01_TT-e68bb02c_trace.json,TT-e68bb02c,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T084,T084_no_recovery_round01_TT-e68bb02c_trace.json,TT-e68bb02c,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T084,T084_no_recovery_round02_TT-3d0faaa0_trace.json,TT-3d0faaa0,1,1,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T085,T085_no_recovery_round01_TT-cbc8b506_trace.json,TT-cbc8b506,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T085,T085_no_recovery_round01_TT-cbc8b506_trace.json,TT-cbc8b506,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T085,T085_no_recovery_round02_TT-109e8a78_trace.json,TT-109e8a78,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T085,T085_no_recovery_round02_TT-109e8a78_trace.json,TT-109e8a78,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T086,T086_no_recovery_round01_TT-88847853_trace.json,TT-88847853,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T086,T086_no_recovery_round01_TT-88847853_trace.json,TT-88847853,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T086,T086_no_recovery_round01_TT-88847853_trace.json,TT-88847853,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T086,T086_no_recovery_round02_TT-9ca3b7f2_trace.json,TT-9ca3b7f2,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T086,T086_no_recovery_round02_TT-9ca3b7f2_trace.json,TT-9ca3b7f2,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T086,T086_no_recovery_round02_TT-9ca3b7f2_trace.json,TT-9ca3b7f2,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T087,T087_no_recovery_round01_TT-b1eb97e5_trace.json,TT-b1eb97e5,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T087,T087_no_recovery_round01_TT-b1eb97e5_trace.json,TT-b1eb97e5,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T087,T087_no_recovery_round01_TT-b1eb97e5_trace.json,TT-b1eb97e5,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T088,T088_no_recovery_round01_TT-7aacd81b_trace.json,TT-7aacd81b,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T088,T088_no_recovery_round01_TT-7aacd81b_trace.json,TT-7aacd81b,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T088,T088_no_recovery_round02_TT-f9caffaf_trace.json,TT-f9caffaf,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T088,T088_no_recovery_round02_TT-f9caffaf_trace.json,TT-f9caffaf,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T088,T088_no_recovery_round02_TT-f9caffaf_trace.json,TT-f9caffaf,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T089,T089_no_recovery_round01_TT-a9aca58d_trace.json,TT-a9aca58d,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T089,T089_no_recovery_round01_TT-a9aca58d_trace.json,TT-a9aca58d,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T089,T089_no_recovery_round01_TT-a9aca58d_trace.json,TT-a9aca58d,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T089,T089_no_recovery_round02_TT-3dd9e5de_trace.json,TT-3dd9e5de,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T089,T089_no_recovery_round02_TT-3dd9e5de_trace.json,TT-3dd9e5de,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T089,T089_no_recovery_round02_TT-3dd9e5de_trace.json,TT-3dd9e5de,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T090,T090_no_recovery_round01_TT-1017c084_trace.json,TT-1017c084,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T090,T090_no_recovery_round01_TT-1017c084_trace.json,TT-1017c084,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T090,T090_no_recovery_round02_TT-9002aa05_trace.json,TT-9002aa05,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T090,T090_no_recovery_round02_TT-9002aa05_trace.json,TT-9002aa05,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T091,T091_no_recovery_round01_TT-6193e431_trace.json,TT-6193e431,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T091,T091_no_recovery_round02_TT-7f65920d_trace.json,TT-7f65920d,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T091,T091_no_recovery_round02_TT-7f65920d_trace.json,TT-7f65920d,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T092,T092_no_recovery_round01_TT-269ab5d6_trace.json,TT-269ab5d6,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T092,T092_no_recovery_round02_TT-975f716b_trace.json,TT-975f716b,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T092,T092_no_recovery_round02_TT-975f716b_trace.json,TT-975f716b,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T093,T093_no_recovery_round01_TT-87036df7_trace.json,TT-87036df7,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T093,T093_no_recovery_round02_TT-aff4e092_trace.json,TT-aff4e092,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T093,T093_no_recovery_round02_TT-aff4e092_trace.json,TT-aff4e092,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T094,T094_no_recovery_round01_TT-61e2e2b0_trace.json,TT-61e2e2b0,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T094,T094_no_recovery_round02_TT-a4b0315d_trace.json,TT-a4b0315d,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T094,T094_no_recovery_round02_TT-a4b0315d_trace.json,TT-a4b0315d,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T095,T095_no_recovery_round01_TT-046c8d6b_trace.json,TT-046c8d6b,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T095,T095_no_recovery_round02_TT-75763657_trace.json,TT-75763657,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T095,T095_no_recovery_round02_TT-75763657_trace.json,TT-75763657,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T095,T095_no_recovery_round02_TT-75763657_trace.json,TT-75763657,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T095,T095_no_recovery_round03_TT-48b3d26f_trace.json,TT-48b3d26f,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T095,T095_no_recovery_round03_TT-48b3d26f_trace.json,TT-48b3d26f,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T095,T095_no_recovery_round03_TT-48b3d26f_trace.json,TT-48b3d26f,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T096,T096_no_recovery_round01_TT-7b6936ce_trace.json,TT-7b6936ce,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T096,T096_no_recovery_round02_TT-13e33b09_trace.json,TT-13e33b09,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T096,T096_no_recovery_round02_TT-13e33b09_trace.json,TT-13e33b09,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T096,T096_no_recovery_round03_TT-106046cb_trace.json,TT-106046cb,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T096,T096_no_recovery_round03_TT-106046cb_trace.json,TT-106046cb,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T097,T097_no_recovery_round01_TT-cbd3823b_trace.json,TT-cbd3823b,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T097,T097_no_recovery_round02_TT-83b0e700_trace.json,TT-83b0e700,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T097,T097_no_recovery_round02_TT-83b0e700_trace.json,TT-83b0e700,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T097,T097_no_recovery_round02_TT-83b0e700_trace.json,TT-83b0e700,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T098,T098_no_recovery_round01_TT-12b02c09_trace.json,TT-12b02c09,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T098,T098_no_recovery_round02_TT-c3e1497c_trace.json,TT-c3e1497c,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T098,T098_no_recovery_round02_TT-c3e1497c_trace.json,TT-c3e1497c,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T098,T098_no_recovery_round03_TT-efbf8585_trace.json,TT-efbf8585,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T098,T098_no_recovery_round03_TT-efbf8585_trace.json,TT-efbf8585,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T099,T099_no_recovery_round01_TT-8fc69a5e_trace.json,TT-8fc69a5e,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T099,T099_no_recovery_round02_TT-08b23878_trace.json,TT-08b23878,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T099,T099_no_recovery_round02_TT-08b23878_trace.json,TT-08b23878,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T099,T099_no_recovery_round03_TT-0fda7ec9_trace.json,TT-0fda7ec9,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T099,T099_no_recovery_round03_TT-0fda7ec9_trace.json,TT-0fda7ec9,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T100,T100_no_recovery_round01_TT-413d8848_trace.json,TT-413d8848,1,1,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T100,T100_no_recovery_round02_TT-49c302fe_trace.json,TT-49c302fe,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T100,T100_no_recovery_round02_TT-49c302fe_trace.json,TT-49c302fe,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T100,T100_no_recovery_round02_TT-49c302fe_trace.json,TT-49c302fe,1,3,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T100,T100_no_recovery_round03_TT-e6e4a478_trace.json,TT-e6e4a478,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T100,T100_no_recovery_round03_TT-e6e4a478_trace.json,TT-e6e4a478,1,2,TraceSearchTool,success,Yes,,Yes
full_manager,T001,T001_round01_TT-eb725d1a_trace.json,TT-eb725d1a,1,1,RAGTool,success,Yes,,Yes
