system,test_id,category,expected_tools,selected_tools,exact_tool_selection,required_execution_success,all_attempted_calls_success,workflow_status,final_validation_status,recovery_triggered,recovery_successful,strict_trace_complete,trace_element_ratio,answer_generated,operational_completion,judge_correct,official_end_to_end_success
manager_without_recovery,T093,recovery_personalization_trace,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T094,recovery_personalization_trace,CalculatorTool;RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T095,recovery_personalization_trace,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T096,recovery_personalization_trace,MatrixComputationTool;RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T097,recovery_personalization_trace,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T098,recovery_personalization_trace,CodeSandboxTool;RAGTool,CodeSandboxTool;RAGTool;TraceSearchTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T099,recovery_personalization_trace,RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T100,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T001,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T002,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T003,conceptual_grounded,RAGTool,RAGTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T004,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T005,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T006,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T007,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T008,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T009,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T010,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T011,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,No,validated,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T012,conceptual_grounded,RAGTool,MatrixComputationTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T013,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T014,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T015,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T016,conceptual_grounded,RAGTool,RAGTool,Yes,Yes,No,validated,valid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T017,conceptual_grounded,RAGTool,RAGTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T018,conceptual_grounded,RAGTool,RAGTool,Yes,No,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T019,conceptual_grounded,RAGTool,RAGTool,Yes,Yes,No,validated,valid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T020,conceptual_grounded,RAGTool,RAGTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T021,computation_verification,CalculatorTool,CalculatorTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T022,computation_verification,CalculatorTool,CalculatorTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T023,computation_verification,CalculatorTool,CalculatorTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T024,computation_verification,CalculatorTool,CalculatorTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T025,computation_verification,CalculatorTool,CalculatorTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T026,computation_verification,CalculatorTool,CalculatorTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T027,computation_verification,CalculatorTool,CalculatorTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T028,computation_verification,CalculatorTool,CalculatorTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T029,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T030,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,No,validated,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T031,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,No,validated,valid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T032,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T033,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,No,validated,valid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T034,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T035,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T036,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T037,computation_verification,CalculatorTool;MatrixComputationTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T038,computation_verification,CalculatorTool;MatrixComputationTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T039,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T040,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T041,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T042,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T043,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,CalculatorTool;RAGTool,No,No,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T044,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T045,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T046,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T047,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T048,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T049,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T050,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,RAGTool,No,No,No,validated,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T051,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T052,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T053,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T054,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T055,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T056,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T057,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T058,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,validated,valid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T059,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,validated,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T060,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T061,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T062,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,No,fallback,valid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T063,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T064,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T065,code_related,CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T066,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T067,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T068,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T069,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,No,validated,valid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T070,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T071,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T072,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T073,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T074,code_related,CalculatorTool;CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T075,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T076,code_related,CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T077,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T078,code_related,CalculatorTool;CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T079,code_related,CodeSandboxTool;VisualMatrixTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T080,code_related,CodeSandboxTool;MatrixComputationTool;VisualMatrixTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T081,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T082,recovery_personalization_trace,CalculatorTool;RAGTool;TraceSearchTool,CalculatorTool;MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T083,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T084,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T085,recovery_personalization_trace,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T086,recovery_personalization_trace,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T087,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T088,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T089,recovery_personalization_trace,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,fallback,invalid,Yes,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T090,recovery_personalization_trace,CalculatorTool;RAGTool;TraceSearchTool,CalculatorTool;RAGTool;TraceSearchTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T091,recovery_personalization_trace,RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T092,recovery_personalization_trace,RAGTool,CalculatorTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T093,recovery_personalization_trace,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T094,recovery_personalization_trace,CalculatorTool;RAGTool,CalculatorTool;TraceSearchTool,No,No,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T095,recovery_personalization_trace,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,No,Yes,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T096,recovery_personalization_trace,MatrixComputationTool;RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T097,recovery_personalization_trace,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,No,Yes,No,validated,invalid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T098,recovery_personalization_trace,CodeSandboxTool;RAGTool,CodeSandboxTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T099,recovery_personalization_trace,RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
full_manager,T100,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,Yes,Yes,Yes,1.0,Yes,Yes,Pending,Pending
